,created_at,sentiment,tweet,user_location
335,2017-11-09 15:46:09,positive,Money Morning &gt; The Dow Jones Today Is Already Down 100 Points Thanks to the Retail Ice Age https://t.co/C95vulLObY,Malaysia
336,2017-11-09 15:21:16,positive,"RT @ConservGayGuy: 1) Dow Jones up 29%.

2) Stock market created $5 trillion in new wealth.

3) Economic growth up to 3%. 

4) Unemployment…","Missouri, USA"
337,2017-11-09 15:15:14,positive,"RT @ConservGayGuy: 1) Dow Jones up 29%.

2) Stock market created $5 trillion in new wealth.

3) Economic growth up to 3%. 

4) Unemployment…","Louisiana, USA"
338,2017-11-09 15:14:36,neutral,"RT @Mr_Bobblehead73: @SwampOrUs @davemooneymusic @SlimSketchley @patriotgurrl @realDonaldTrump Stock market has been surging for years, kit…",
339,2017-11-09 15:07:56,neutral,"@SwampOrUs @davemooneymusic @SlimSketchley @patriotgurrl @realDonaldTrump Stock market has been surging for years,… https://t.co/FuGbrcx5rK",Somewhere
340,2017-11-09 15:06:40,negative,"#MarketMoves Stocks are down ? Dow Jones opened 100 points lower, getting closer to worst decline in 2 months. Trad… https://t.co/jR7HXOD0Lx",
341,2017-11-09 15:00:16,positive,The #DJIA Is Already Down 100 Points Thanks to the Retail Ice Age https://t.co/fQfgtIiuuE #Stocks #StockMarket https://t.co/Noh1aJyAs8,"Baltimore, Maryland U.S.A"
342,2017-11-09 14:57:54,positive,"RT @ConservGayGuy: 1) Dow Jones up 29%.

2) Stock market created $5 trillion in new wealth.

3) Economic growth up to 3%. 

4) Unemployment…","Colorado, USA"
343,2017-11-09 14:45:09,negative,Dow Jones Industrial Average opens down 0.4% https://t.co/bcrYfvBRaT,Solo
344,2017-11-09 14:42:45,negative,"@realdonaldtrump 

Markets down 100.
Ms. Dow n Mr. Jones not liking somthing today.
Maybe they realize this tax bil… https://t.co/HGEigwVIFa",
345,2017-11-09 14:40:06,negative,?? Dow Jones Industrial Average opens ? down 0.4% https://t.co/PFYnoOYJGQ MARKETWATCH,
346,2017-11-09 14:34:33,negative,Dow Jones Industrial Average opens down 0.4% https://t.co/Kd9XsbgzAR,"Dubai, United Arab Emirates"
347,2017-11-09 14:32:08,negative,"DOW JONES DOWN 112.77 POINTS, OR 0.48 PERCENT, AT 23,450.59 AFTER MARKET OPEN","London, England"
348,2017-11-09 14:31:53,negative,Dow jones down triple digits at the opening bell. #StockMarket #WallStreet #DowJones,"New York, NY"
349,2017-11-09 13:47:39,positive,"RT @ConservGayGuy: 1) Dow Jones up 29%.

2) Stock market created $5 trillion in new wealth.

3) Economic growth up to 3%. 

4) Unemployment…",North Carolina
350,2017-11-09 13:25:54,negative,"Dow Jones future -98, Nasdaq future -47 points DOWN.... https://t.co/Cj38XsYQn6","Tamil Nadu, India"
351,2017-11-09 13:23:12,positive,"RT @ConservGayGuy: 1) Dow Jones up 29%.

2) Stock market created $5 trillion in new wealth.

3) Economic growth up to 3%. 

4) Unemployment…","Atlanta, GA"
352,2017-11-09 13:22:45,negative,"RT @GlennTullett: GBPEUR  1.1315 down 0.35%
GBPUSD  1.3130 down 0.30%
EURUSD  1.1600 unchanged

Brent crude $63.50 unchanged
Gold $1,285 up…",beefentertainment@mail.com
353,2017-11-09 13:04:24,positive,"RT @ConservGayGuy: 1) Dow Jones up 29%.

2) Stock market created $5 trillion in new wealth.

3) Economic growth up to 3%. 

4) Unemployment…","Florida, USA"
354,2017-11-09 12:34:24,positive,"RT @ConservGayGuy: 1) Dow Jones up 29%.

2) Stock market created $5 trillion in new wealth.

3) Economic growth up to 3%. 

4) Unemployment…",
355,2017-11-09 11:35:19,positive,"RT @ConservGayGuy: 1) Dow Jones up 29%.

2) Stock market created $5 trillion in new wealth.

3) Economic growth up to 3%. 

4) Unemployment…","Marlborough, MA"
356,2017-11-09 11:24:56,negative,"#Stockmarket #Futures: Dow Jones-Down 53,S&amp;P 500-Down 5, @Nasdaq-Down 14,#Gold- 1285,#Silver- 17.08,#Oil- 56.91,Asian Markets(#Nikkei)-22869","590 Honeysuckle Lane Seattle,"
357,2017-11-09 11:04:06,positive,"RT @ConservGayGuy: 1) Dow Jones up 29%.

2) Stock market created $5 trillion in new wealth.

3) Economic growth up to 3%. 

4) Unemployment…","Nevada, USA"
358,2017-11-09 10:33:41,positive,"RT @ConservGayGuy: 1) Dow Jones up 29%.

2) Stock market created $5 trillion in new wealth.

3) Economic growth up to 3%. 

4) Unemployment…",
359,2017-11-09 09:41:03,positive,"RT @ConservGayGuy: 1) Dow Jones up 29%.

2) Stock market created $5 trillion in new wealth.

3) Economic growth up to 3%. 

4) Unemployment…",
360,2017-11-09 08:49:31,positive,"RT @ConservGayGuy: 1) Dow Jones up 29%.

2) Stock market created $5 trillion in new wealth.

3) Economic growth up to 3%. 

4) Unemployment…",California
361,2017-11-09 08:42:06,positive,"RT @ConservGayGuy: 1) Dow Jones up 29%.

2) Stock market created $5 trillion in new wealth.

3) Economic growth up to 3%. 

4) Unemployment…","Central Texas, USA"
362,2017-11-09 08:15:28,positive,"RT @ConservGayGuy: 1) Dow Jones up 29%.

2) Stock market created $5 trillion in new wealth.

3) Economic growth up to 3%. 

4) Unemployment…",United States
363,2017-11-09 07:56:52,positive,"RT @ConservGayGuy: 1) Dow Jones up 29%.

2) Stock market created $5 trillion in new wealth.

3) Economic growth up to 3%. 

4) Unemployment…","Nevada, USA"
364,2017-11-09 07:38:51,positive,"RT @ConservGayGuy: 1) Dow Jones up 29%.

2) Stock market created $5 trillion in new wealth.

3) Economic growth up to 3%. 

4) Unemployment…",United States
365,2017-11-09 07:13:07,positive,"RT @ConservGayGuy: 1) Dow Jones up 29%.

2) Stock market created $5 trillion in new wealth.

3) Economic growth up to 3%. 

4) Unemployment…",Deep in the Heart of Texas
366,2017-11-09 07:02:09,positive,"RT @ConservGayGuy: 1) Dow Jones up 29%.

2) Stock market created $5 trillion in new wealth.

3) Economic growth up to 3%. 

4) Unemployment…",USA
367,2017-11-09 06:58:14,positive,"RT @ConservGayGuy: 1) Dow Jones up 29%.

2) Stock market created $5 trillion in new wealth.

3) Economic growth up to 3%. 

4) Unemployment…",
368,2017-11-09 06:57:39,positive,"RT @ConservGayGuy: 1) Dow Jones up 29%.

2) Stock market created $5 trillion in new wealth.

3) Economic growth up to 3%. 

4) Unemployment…","Southampton, NY"
369,2017-11-09 06:10:18,positive,"RT @ConservGayGuy: 1) Dow Jones up 29%.

2) Stock market created $5 trillion in new wealth.

3) Economic growth up to 3%. 

4) Unemployment…",Northern California
370,2017-11-09 06:03:32,negative,"GBPEUR  1.1315 down 0.35%
GBPUSD  1.3130 down 0.30%
EURUSD  1.1600 unchanged

Brent crude $63.50 unchanged
Gold $1,… https://t.co/sCCyiRg6YD",Alicante 
371,2017-11-09 05:55:32,positive,"RT @ConservGayGuy: 1) Dow Jones up 29%.

2) Stock market created $5 trillion in new wealth.

3) Economic growth up to 3%. 

4) Unemployment…","Colorado, USA"
372,2017-11-09 05:22:46,positive,"RT @ConservGayGuy: 1) Dow Jones up 29%.

2) Stock market created $5 trillion in new wealth.

3) Economic growth up to 3%. 

4) Unemployment…","Manchester, NH USA"
373,2017-11-09 05:09:11,positive,"RT @ConservGayGuy: 1) Dow Jones up 29%.

2) Stock market created $5 trillion in new wealth.

3) Economic growth up to 3%. 

4) Unemployment…",
374,2017-11-09 05:06:26,positive,"RT @ConservGayGuy: 1) Dow Jones up 29%.

2) Stock market created $5 trillion in new wealth.

3) Economic growth up to 3%. 

4) Unemployment…",Onboard the Trumptrain seat 1A
375,2017-11-09 05:04:11,positive,"RT @ConservGayGuy: 1) Dow Jones up 29%.

2) Stock market created $5 trillion in new wealth.

3) Economic growth up to 3%. 

4) Unemployment…","San Diego, CA"
376,2017-11-09 05:03:29,positive,"RT @ConservGayGuy: 1) Dow Jones up 29%.

2) Stock market created $5 trillion in new wealth.

3) Economic growth up to 3%. 

4) Unemployment…",Hamburger Hill 
377,2017-11-09 04:51:13,positive,"RT @ConservGayGuy: 1) Dow Jones up 29%.

2) Stock market created $5 trillion in new wealth.

3) Economic growth up to 3%. 

4) Unemployment…",
378,2017-11-09 04:50:56,positive,"RT @ConservGayGuy: 1) Dow Jones up 29%.

2) Stock market created $5 trillion in new wealth.

3) Economic growth up to 3%. 

4) Unemployment…",United States of America
379,2017-11-09 04:46:16,positive,"RT @ConservGayGuy: 1) Dow Jones up 29%.

2) Stock market created $5 trillion in new wealth.

3) Economic growth up to 3%. 

4) Unemployment…","West Virginia, United States"
380,2017-11-09 04:27:30,positive,"RT @ConservGayGuy: 1) Dow Jones up 29%.

2) Stock market created $5 trillion in new wealth.

3) Economic growth up to 3%. 

4) Unemployment…",Taxachusetts
381,2017-11-09 04:23:37,positive,"RT @ConservGayGuy: 1) Dow Jones up 29%.

2) Stock market created $5 trillion in new wealth.

3) Economic growth up to 3%. 

4) Unemployment…","San Diego, CA"
382,2017-11-09 04:07:49,positive,"RT @ConservGayGuy: 1) Dow Jones up 29%.

2) Stock market created $5 trillion in new wealth.

3) Economic growth up to 3%. 

4) Unemployment…",
383,2017-11-09 04:02:51,positive,"RT @ConservGayGuy: 1) Dow Jones up 29%.

2) Stock market created $5 trillion in new wealth.

3) Economic growth up to 3%. 

4) Unemployment…","Little Rock, AR"
384,2017-11-09 03:57:58,positive,"RT @ConservGayGuy: 1) Dow Jones up 29%.

2) Stock market created $5 trillion in new wealth.

3) Economic growth up to 3%. 

4) Unemployment…",Washington
385,2017-11-09 03:34:11,positive,"RT @ConservGayGuy: 1) Dow Jones up 29%.

2) Stock market created $5 trillion in new wealth.

3) Economic growth up to 3%. 

4) Unemployment…","West Virginia, USA"
386,2017-11-09 03:28:55,positive,"RT @ConservGayGuy: 1) Dow Jones up 29%.

2) Stock market created $5 trillion in new wealth.

3) Economic growth up to 3%. 

4) Unemployment…",United States
387,2017-11-09 03:14:32,positive,"RT @ConservGayGuy: 1) Dow Jones up 29%.

2) Stock market created $5 trillion in new wealth.

3) Economic growth up to 3%. 

4) Unemployment…","Manchester, CT"
388,2017-11-09 03:11:55,positive,"RT @ConservGayGuy: 1) Dow Jones up 29%.

2) Stock market created $5 trillion in new wealth.

3) Economic growth up to 3%. 

4) Unemployment…","Land of the free, home of the Brave!"
389,2017-11-09 03:08:00,positive,"RT @ConservGayGuy: 1) Dow Jones up 29%.

2) Stock market created $5 trillion in new wealth.

3) Economic growth up to 3%. 

4) Unemployment…","Land of the Free, USA"
390,2017-11-09 03:04:50,positive,"RT @ConservGayGuy: 1) Dow Jones up 29%.

2) Stock market created $5 trillion in new wealth.

3) Economic growth up to 3%. 

4) Unemployment…",Florida 
391,2017-11-09 03:03:22,positive,"RT @ConservGayGuy: 1) Dow Jones up 29%.

2) Stock market created $5 trillion in new wealth.

3) Economic growth up to 3%. 

4) Unemployment…",
392,2017-11-09 03:03:00,positive,"RT @ConservGayGuy: 1) Dow Jones up 29%.

2) Stock market created $5 trillion in new wealth.

3) Economic growth up to 3%. 

4) Unemployment…","New York, USA"
393,2017-11-09 03:01:29,positive,"RT @ConservGayGuy: 1) Dow Jones up 29%.

2) Stock market created $5 trillion in new wealth.

3) Economic growth up to 3%. 

4) Unemployment…",
394,2017-11-09 03:00:40,positive,"1) Dow Jones up 29%.

2) Stock market created $5 trillion in new wealth.

3) Economic growth up to 3%. 

4) Unemplo… https://t.co/U1WGZmLvlP","Philadelphia, PA"
395,2017-11-08 23:23:37,positive,"RT @TeshPunja: Stock market at record high.

Dow Jones at record high.

Unemployment lowest in 17 years.

ISIS is on the run.

Relationship…",Ængelcynn
396,2017-11-09 23:54:06,negative,"PM Mkt Wrap: Bond market slipped in the red to $102.88, -9bps. On news of tax cut heavy battle, DowJ fell 101.42 pt… https://t.co/GB5c63in6d","Everett/Kirkland/Seattle, WA"
397,2017-11-09 23:52:44,neutral,US close: Markets in the red as Senate Republicans reveal their tax plans https://t.co/SqqMcVXUl2,The City of London
398,2017-11-09 23:49:23,positive,"RT @creationistcat: New Video: ""BLAIRE WHITE vs. RED PILL BLACK: DA SUPER SMACKDOWN!""

https://t.co/cLq5cKxJa7

A true win in da market pla…",
399,2017-11-09 23:47:05,neutral,"RT @Hepworth_Group: On the 9th November 2007, @Honda_UK produced its one millionth Civic, a red @TypeR destined for the British market. Whe…",
400,2017-11-09 23:46:57,positive,"RT @creationistcat: New Video: ""BLAIRE WHITE vs. RED PILL BLACK: DA SUPER SMACKDOWN!""

https://t.co/cLq5cKxJa7

A true win in da market pla…",
401,2017-11-09 23:44:22,positive,Belgium-bred Joly Red apple designed for Asian and Mediterranean markets also popular domestically https://t.co/8NeZN3gaSJ @FreshPlaza_com,Australia
402,2017-11-09 23:33:34,positive,"RT @creationistcat: New Video: ""BLAIRE WHITE vs. RED PILL BLACK: DA SUPER SMACKDOWN!""

https://t.co/cLq5cKxJa7

A true win in da market pla…","Lacey, WA"
403,2017-11-09 23:31:18,neutral,@burghgang @ASaunders_PGH @tsnmike @kirkdom @PghSportsNow @TheRyNKing @PittGuru Listen I’m not claiming market domi… https://t.co/ibnQTHH4Fx,
404,2017-11-09 23:31:05,positive,"#Welcome to #international #Meat #Market 
This is our version of the #red #carpet https://t.co/POCbZ6LkOA","36-12 30th ave Astoria, NY"
405,2017-11-09 23:27:20,positive,"""I don't believe you have to be the singular owner of a market to be successful.” —Rockstar banker-turned-baker umberahmad on mastersofscal…",España - LATAM
406,2017-11-09 23:25:34,positive,"RT @creationistcat: New Video: ""BLAIRE WHITE vs. RED PILL BLACK: DA SUPER SMACKDOWN!""

https://t.co/cLq5cKxJa7

A true win in da market pla…","Washington, USA"
407,2017-11-09 23:23:20,positive,"RT @creationistcat: New Video: ""BLAIRE WHITE vs. RED PILL BLACK: DA SUPER SMACKDOWN!""

https://t.co/cLq5cKxJa7

A true win in da market pla…","Nampa, Idaho"
408,2017-11-09 23:21:12,positive,"RT @creationistcat: New Video: ""BLAIRE WHITE vs. RED PILL BLACK: DA SUPER SMACKDOWN!""

https://t.co/cLq5cKxJa7

A true win in da market pla…",Nipawomsett
409,2017-11-09 23:21:11,positive,"RT @creationistcat: New Video: ""BLAIRE WHITE vs. RED PILL BLACK: DA SUPER SMACKDOWN!""

https://t.co/cLq5cKxJa7

A true win in da market pla…",
410,2017-11-09 23:20:46,positive,"@puj_rit @LMKay @jaketapper I know Russian to English translation is a rough one but ""Selective reason"" lol

You me… https://t.co/DLCW74T5Qz",Las Vegas
411,2017-11-09 23:13:04,positive,"RT @creationistcat: New Video: ""BLAIRE WHITE vs. RED PILL BLACK: DA SUPER SMACKDOWN!""

https://t.co/cLq5cKxJa7

A true win in da market pla…",
412,2017-11-09 23:07:50,negative,High Heels White House Black Market Lucille Women's Strappy Pink Red Snake #strappyheels #whitehouseblackmarket… https://t.co/b5BS4NZhxy,Online
413,2017-11-09 23:07:28,positive,"RT @AltWoodburyMN: Virtually any American with high education or good skills has already been snapped up.

https://t.co/llb0XF77J5 https://…","Woodbury, MN"
414,2017-11-09 23:04:13,positive,RT @ctconcerngroup: #premise/title of @paintitreddoc ?  was that market?developments can't be plopped into #chinatown/considered culturally…,Vancouver BC
415,2017-11-09 23:01:03,positive,"RT @creationistcat: New Video: ""BLAIRE WHITE vs. RED PILL BLACK: DA SUPER SMACKDOWN!""

https://t.co/cLq5cKxJa7

A true win in da market pla…",Sverige
416,2017-11-09 23:00:50,negative,"RT @CiovaccoCapital: Red days tell us very little about the market's long-term trend.

There have been 88 red trading days in 2017.

#Marke…",
417,2017-11-09 22:57:05,neutral,Drinking a Hop Zombie Red IPA (2017) by @lonetreebrewing @ The Local(Ish) Market — https://t.co/HHlDlAezUt,"Dallas, Texas"
418,2017-11-09 22:55:53,positive,RT @ctconcerngroup: #premise/title of @paintitreddoc ?  was that market?developments can't be plopped into #chinatown/considered culturally…,
419,2017-11-09 22:53:37,positive,"RT @creationistcat: New Video: ""BLAIRE WHITE vs. RED PILL BLACK: DA SUPER SMACKDOWN!""

https://t.co/cLq5cKxJa7

A true win in da market pla…","Waythephuck, ?BeyondTheWall?"
420,2017-11-09 22:50:30,positive,"New Video: ""BLAIRE WHITE vs. RED PILL BLACK: DA SUPER SMACKDOWN!""

https://t.co/cLq5cKxJa7

A true win in da market… https://t.co/GAN9FpGqut",
421,2017-11-09 22:49:24,negative,"Still sick and missed market open ??. .but managed to have another solid day ?  Traded 4 tickers.  As usual, I'll s… https://t.co/TNkq1xl2uo","San Jose, CA"
422,2017-11-09 22:48:17,positive,Bull market..sum spanish guy gonna come out with a red blankie and slaaaay ? Lol,Am I Carmen SanDiego?
423,2017-11-09 22:37:14,neutral,"RT @hbakenne: Since I have joined the 280 gang, let me sell market...
I am a content creator; presenter - Radio &amp; TV, host - red carpet and…",
424,2017-11-09 22:36:09,positive,"RT @Filapek: What this market proves is that sentiment dominates in short term, but valuations rule longer term. Correction will come event…","Sydney, Australia, Earth"
425,2017-11-09 22:20:03,neutral,"RT @RabobankAU: As the red meat market evolves, AU needs to position itself to capture value growth in the market. #angus_gb https://t.co/P…",
426,2017-11-09 22:19:26,neutral,"RT @hbakenne: Since I have joined the 280 gang, let me sell market...
I am a content creator; presenter - Radio &amp; TV, host - red carpet and…","you wont wanna know,trust me!!"
427,2017-11-09 22:05:03,neutral,"@rossjporter @BeerRevHay Cheers dude.  Not enough India Red ales on the market for our liking, such a tasty style ?",
428,2017-11-09 22:01:37,negative,"RT @DoubleEagle49: Here’s why not: 

1. Stock Market at all time high. 

2. Unemployment 4.1% 

3. Cutting the Dem RED tape choking busines…",United States
429,2017-11-09 21:56:37,neutral,RT @w_katsura: ?????????????????????????????????????????????????????? https://t.co/Hsy32cymPr,??????
430,2017-11-09 21:55:32,negative,@Robbo197013 @rsharma1969 @MickyPugsly Hes already sol a few fakes pairs in his shop??. Hes waiting for Saturday to… https://t.co/ZmukthoHQ1,
431,2017-11-09 21:52:31,neutral,10 Tips to Organically Market Your Brand on Instagram [Infographic] https://t.co/NDUy3PyjRn https://t.co/QIDFaSMfxE… https://t.co/qrSRmByMzA,España - LATAM
432,2017-11-09 21:48:50,negative,"RT @CiovaccoCapital: Red days tell us very little about the market's long-term trend.

There have been 88 red trading days in 2017.

#Marke…","Arkansas, USA"
433,2017-11-09 21:38:15,neutral,RT @suzannee43: Red Market Basket #Vintage Painted Wood Split Distressed https://t.co/wu7nUG8oag via @Etsy #integritytt #etsyspecialt,Hertfordshire UK
434,2017-11-09 21:35:49,neutral,RT @suzannee43: Red Market Basket #Vintage Painted Wood Split Distressed https://t.co/wu7nUG8oag via @Etsy #integritytt #etsyspecialt,Pennsylvania
435,2017-11-09 21:33:09,neutral,RT @suzannee43: Red Market Basket #Vintage Painted Wood Split Distressed https://t.co/wu7nUG8oag via @Etsy #integritytt #etsyspecialt,Southern California
436,2017-11-09 21:30:01,neutral,RT @suzannee43: Red Market Basket #Vintage Painted Wood Split Distressed https://t.co/wu7nUG8oag via @Etsy #integritytt #etsyspecialt,"euless, tx"
437,2017-11-09 21:22:57,positive,"From Johnson's Backyard Garden for this Saturday at our market: Fresh in this week: red and golden beet bunches,... https://t.co/K1OhizE1NJ","Bastrop, TX"
438,2017-11-09 21:21:15,neutral,RT @w_katsura: ?????????????????????????????????????????????????????? https://t.co/Hsy32cymPr,???
439,2017-11-09 21:19:19,negative,"RT @DoubleEagle49: Here’s why not: 

1. Stock Market at all time high. 

2. Unemployment 4.1% 

3. Cutting the Dem RED tape choking busines…",United States
440,2017-11-09 21:06:35,positive,RT @ctconcerngroup: #premise/title of @paintitreddoc ?  was that market?developments can't be plopped into #chinatown/considered culturally…,"Vancouver, British Columbia"
441,2017-11-09 21:05:48,neutral,V.Profits $KBSF $OTIC $RTNB swinging losses $DEPO $FRTA $UVXY $RTNB (short x2). T12 halt will put it deep in the re… https://t.co/AgcusCc0zJ,"Houston, TX"
442,2017-11-09 21:03:17,neutral,#premise/title of @paintitreddoc ?  was that market?developments can't be plopped into #chinatown/considered cultur… https://t.co/rCaUEbWoul,MusqueamSquamishTsleil-Waututh
443,2017-11-09 21:01:06,positive,"What this market proves is that sentiment dominates in short term, but valuations rule longer term. Correction will… https://t.co/i4Tw80Psih","Sydney, Australia"
444,2017-11-09 21:00:05,neutral,They took purple off the market but the bought the red back,
445,2017-11-09 21:00:04,positive,Part 3: The great Chandi Chowk Market experience and the Red Fort! https://t.co/uxWOSMpe1q  #vivvicolors https://t.co/Ubh0BWzzfO,
446,2017-11-09 21:00:01,negative,RT @WishfulTH1NKin: One thing this market has taught me over the years; Whether it be red or green ALWAYS stay level headed..It’s an absolu…,Wallstreet
447,2017-11-09 20:58:07,neutral,"RT @TL671: @Red___Leader @molratty @BiscuitSalad In fact, the AR-15 was on sale in the civilian market, well before the 
M-16 was even in t…",Ohio
448,2017-11-09 20:56:06,positive,I was born on the train to the party shop see the red textured paper and I am going in to the party is on top floor… https://t.co/ngjnFKrqjm,Delhi
449,2017-11-09 20:54:48,positive,Highly recommend the burritos inside paradise market. Bomb red salsa.,"Madera, CA"
450,2017-11-09 20:51:39,neutral,RT @suzannee43: Red Market Basket #Vintage Painted Wood Split Distressed https://t.co/wu7nUG8oag via @Etsy #integritytt #etsyspecialt,"Glen Burnie, MD"
451,2017-11-09 20:50:46,neutral,RT @suzannee43: Red Market Basket #Vintage Painted Wood Split Distressed https://t.co/wu7nUG8oag via @Etsy #integritytt #etsyspecialt,
452,2017-11-09 20:49:07,neutral,RT @suzannee43: Red Market Basket #Vintage Painted Wood Split Distressed https://t.co/wu7nUG8oag via @Etsy #integritytt #etsyspecialt,"Tallahassee, Florida, USA"
453,2017-11-09 20:47:51,neutral,Red Market Basket #Vintage Painted Wood Split Distressed https://t.co/wu7nUG8oag via @Etsy #integritytt #etsyspecialt,"Tallahassee, Florida, USA"
454,2017-11-09 20:38:41,neutral,"On the 9th November 2007, @Honda_UK produced its one millionth Civic, a red @TypeR destined for the British market.… https://t.co/TIUzrMnhJ6","Huddersfield, HD2 1UB"
455,2017-11-09 20:32:25,neutral,"RT @hbakenne: Since I have joined the 280 gang, let me sell market...
I am a content creator; presenter - Radio &amp; TV, host - red carpet and…","Mount Kisco, NY"
456,2017-11-09 20:30:46,negative,@jmurphypsa @BoraGobuchul @LeaveMnsLeave Because leaving the single market means that there will be non-tariff barr… https://t.co/O5WK0KEpS0,
457,2017-11-09 20:29:17,neutral,"Since I have joined the 280 gang, let me sell market...
I am a content creator; presenter - Radio &amp; TV, host - red… https://t.co/f4REtGlwnS","Lagos, Nigeria"
458,2017-11-09 20:27:25,neutral,"We’ve Got your Sausages! Red Hots, Smokies and Goa- tonight at the #foodhubyqr Night Market… https://t.co/rmc8L5kui8","Regina, Saskatchewan"
459,2017-11-09 20:25:22,neutral,@StephEvz43 Here are some references I have found for Tarter Sauce:  Captain D's 1.5 miles Red Lobster 8.7 Miles.… https://t.co/ZopovO8l1H,
460,2017-11-09 20:21:47,neutral,@gmh_upsa @techreview @ReD_Associates @Apple @AlonBenMeir @RobertoVerganti @RockyMtnInst @Rev4NY @brianreports… https://t.co/GoyTukaGRz,Mountains
461,2017-11-09 20:19:49,positive,"Reports that US tax reform could be pushed back to 2019 are weighing on the stock market, and the major indices are… https://t.co/Qa84K9dcV3",Chicago IL
462,2017-11-09 20:17:24,neutral,"Who is going to be in the market for JD Martinez? Wouldn't expect the Yankees, Dodgers, Cubs, Angels, Nats, Red sox… https://t.co/61jLpP5Z41","Sandusky, Ohio"
463,2017-11-09 20:11:52,positive,"@1keecho You know I don't condone the self snitching brother lol I just am obsessed with that snippet ""they took pu… https://t.co/Fe4XUMtELm",
464,2017-11-09 20:09:56,positive,@flagspotting @firstadopter And here I thought it was because the entire market is red &amp; $SPY touched 1%. Good thin… https://t.co/Blh5U0yXm8,
465,2017-11-09 20:08:57,negative,@RepLouBarletta @realDonaldTrump I am so confused. Trump says the economy is red hot. Brags about unemployment rate… https://t.co/IlYqR64cLI,
466,2017-11-09 19:51:50,negative,"@pistolpetehurlz The red and green is your position in the market, once your bets get matched.","London, England"
467,2017-11-09 19:44:13,positive,"#FeatherAwards2017
Guys skolopad is smart using clothes to market herself..?
Soon we will be listening to her musiq..!
SOON...!","Mafikeng, South Africa"
468,2017-11-09 19:41:31,positive,"Guys skolopad is smart..
Using clothes to market her'self soon we will be listening to her musiq..! https://t.co/oqfB9q1ztm","Mafikeng, South Africa"
469,2017-11-09 19:39:20,positive,"Nice red day today in market casinos, yet diversity always calms me and as long as your plan for each investment is… https://t.co/IblU8h6aDJ",Canada
470,2017-11-09 19:31:47,positive,Red market but we still coming out on top! Some alerts called today! Come check us out asap and win with us~ https://t.co/WN6uJAozxW,
471,2017-11-09 19:27:30,neutral,"@DasarteYarnway Red?! The market can't be red, that's not allowed! That's not what I created this market to do! Tha… https://t.co/76G5LmozYg","Brooklyn, NY"
472,2017-11-09 19:24:30,positive,Stamford Farmer's market tomorrow. Usual pitch opposite the library. Best seller at the moment is our special mix -… https://t.co/FCrSXSdd1p,"The Vale of Belvoir, East Mids"
473,2017-11-09 19:19:20,positive,"$forex, $USDCHF :
D1
Reasons to DOWN
Big, strong, red bar,
H4
Two big, red bars after consolidation, one of main ba… https://t.co/dqE2a6PfGW",
474,2017-11-09 19:16:47,positive,"@codelemur Living in an Uber and Waymo pilot market, only his timeline seems off. 5 years to kill (nearly) all huma… https://t.co/A7oay72CwW","Chandler, AZ, US"
475,2017-11-09 19:16:17,positive,ZILLOW: America's red-hot housing market is a bit of a problem https://t.co/f3Yk0bslXB via @yahoo,
476,2017-11-09 19:12:10,positive,"RT @Deplorable_NYC: #OneYearUnderTrump &amp; there are huge positive signs that @POTUS is getting the job done! Stock market at all time highs,…",
477,2017-11-09 19:07:20,positive,"RT @Deplorable_NYC: #OneYearUnderTrump &amp; there are huge positive signs that @POTUS is getting the job done! Stock market at all time highs,…",
478,2017-11-09 19:00:27,negative,"@BrainandMoney Market always goes from red to green and vice versa, nothing new, point is hv u made money or not? I… https://t.co/7QcpGAd0B9",India
479,2017-11-09 18:58:06,positive,"RT @TheBubbleBubble: Leveraged Loans: Hungry For Yield, Sovereign Wealth Funds Target Red-Hot CLO Market: https://t.co/RMq4kgVNkd @lcdnews…",New York City
480,2017-11-09 18:51:18,neutral,"@Red___Leader @molratty @BiscuitSalad In fact, the AR-15 was on sale in the civilian market, well before the 
M-16… https://t.co/a1fPFlE1OJ","North Cuba (Miami, FLA)"
481,2017-11-09 18:49:35,positive,"@FUTDAD Honestly I think it can hit red, but not for long, the market can rebound anytime","Los Angeles, CA"
482,2017-11-09 18:47:41,neutral,@BryanDRoth 5ish years ago? What else do you do with a red ale? I wouldn’t try to sell one in this market.,
483,2017-11-09 18:47:04,negative,"RT @DoubleEagle49: Here’s why not: 

1. Stock Market at all time high. 

2. Unemployment 4.1% 

3. Cutting the Dem RED tape choking busines…",U.S.A. 
484,2017-11-09 18:38:39,positive,$IRT $BRG $APTS higher in red market. https://t.co/OR4k09Jzx9,
485,2017-11-09 18:35:16,positive,RT @HapaToronto: Fresh Red Snapper sashimi! ? This weekend's feature fish is from Japan's Tsukiji Fish Market ?? 5 pieces/$18 or as part of…,
486,2017-11-09 18:34:10,neutral,"RT @RedCoffeevan: Christmas Market @ The Red Lion, Marsworth, on the 9th Dec.    #littleredcoffeevan #marsworth #allsaintschurchmarsworth #…",Bucks
487,2017-11-09 18:33:03,positive,Jones Act owner OSG seeks to tap red hot Norwegian bond market https://t.co/EXG2320lFe by @tradewindsnews @osloboers,London
488,2017-11-09 18:31:11,positive,@Red___Leader @BiscuitSalad @molratty It was actually designed by Eugene Stoner and was available to the civilian m… https://t.co/yVcQJHbWXx,
489,2017-11-09 18:30:37,positive,Right now we have great deals on all 2017 #Toyota models. If you are in the market message me or call me at 8703502… https://t.co/MlZBhlIFyh,"Fayetteville,AR"
